,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
1095,1095,A,78.39,material_7,material_8,9,5,12,5,2,18.905,12.061,16.22,17.4,11.788,18.237,11.231,16.063,18.801,10.568,16.42,,16.422,,589.666,0
14738,14738,C,133.76,material_7,material_8,5,8,0,10,5,18.23,11.457,18.033,16.698,10.736,18.192,13.073,16.609,16.831,,16.413,18.347,13.965,16.906,685.619,0
13882,13882,C,125.8,material_7,material_8,5,8,4,5,3,17.89,11.468,18.056,16.958,12.07,19.76,11.143,17.233,18.814,10.177,14.645,18.191,15.092,15.265,816.673,0
25162,25162,E,68.65,material_7,material_6,6,9,6,8,5,19.337,10.769,16.394,17.655,11.451,19.59,12.505,,19.445,11.662,16.593,15.281,,17.521,669.511,0
5876,5876,B,138.0,material_5,material_5,8,8,4,7,8,17.294,11.373,17.909,18.659,10.738,18.415,12.246,16.071,19.641,10.492,17.224,17.989,15.907,18.789,639.526,0
16827,16827,D,95.36,material_7,material_5,6,6,4,6,3,17.351,11.959,17.086,15.789,9.631,19.016,10.526,18.135,21.311,11.218,15.507,17.724,12.117,19.325,425.42,1
25434,25434,E,124.47,material_7,material_6,6,9,7,8,8,17.087,12.109,16.777,17.638,12.269,19.995,12.351,14.385,19.192,12.598,16.382,15.892,,17.471,799.129,0
1160,1160,A,85.43,material_7,material_8,9,5,14,5,7,18.426,10.905,17.672,17.491,11.962,,11.482,15.729,19.494,13.435,15.243,18.599,11.21,17.431,790.182,0
15815,15815,C,82.18,material_7,material_8,5,8,3,9,2,18.666,11.306,18.808,17.282,10.664,19.041,,15.64,18.779,12.511,14.839,15.781,15.197,16.63,709.533,0
15445,15445,C,123.66,material_7,material_8,5,8,12,8,4,19.66,12.332,17.434,16.99,10.821,17.64,10.595,17.364,18.797,11.08,17.046,14.086,15.576,15.501,519.946,1
18864,18864,D,55.62,material_7,material_5,6,6,10,14,10,16.616,12.651,17.764,18.603,10.825,18.323,11.975,18.167,19.408,9.762,16.364,17.683,16.381,17.74,732.1,0
20082,20082,D,99.88,material_7,material_5,6,6,12,11,6,17.543,13.101,16.098,18.936,13.159,18.182,10.892,17.647,19.074,13.076,17.058,18.448,13.238,16.723,784.447,0
5302,5302,B,94.0,material_5,material_5,8,8,16,16,4,16.119,11.909,17.861,16.865,11.712,19.447,10.834,17.805,21.566,10.957,13.632,15.6,14.715,15.263,687.521,0
2768,2768,A,119.3,material_7,material_8,9,5,8,1,2,16.198,11.224,15.822,18.154,11.039,18.935,11.355,14.464,17.528,12.287,15.2,14.924,14.465,15.006,607.159,0
13359,13359,C,153.58,material_7,material_8,5,8,18,11,9,16.946,10.699,15.109,18.921,12.252,18.304,10.16,15.308,19.494,10.826,14.033,14.686,15.784,,514.805,0
1573,1573,A,108.56,material_7,material_8,9,5,10,4,2,17.328,10.327,17.517,17.17,10.096,19.991,11.965,17.558,21.069,12.267,15.141,17.666,16.045,14.158,728.679,0
14887,14887,C,129.9,material_7,material_8,5,8,2,14,5,17.597,9.361,16.341,18.298,11.641,20.484,13.78,15.211,20.003,12.058,16.89,15.743,14.225,15.161,881.24,1
3951,3951,A,167.13,material_7,material_8,9,5,17,2,8,15.717,11.101,18.385,17.13,,18.571,12.88,16.051,19.155,14.948,14.89,15.342,12.112,14.429,725.427,0
24804,24804,E,114.16,material_7,material_6,6,9,8,6,7,16.208,13.097,,17.174,10.968,19.091,10.444,,18.239,12.789,14.232,18.201,14.154,15.731,737.911,1
21016,21016,D,109.27,material_7,material_5,6,6,10,9,6,18.002,13.409,16.852,16.582,11.622,19.252,12.858,14.897,19.853,10.539,14.14,15.027,14.378,18.247,609.998,0
3367,3367,A,113.02,material_7,material_8,9,5,3,13,10,16.911,10.985,18.583,18.16,10.375,17.701,12.086,,19.792,10.429,17.255,13.648,14.017,19.081,657.924,1
25573,25573,E,103.81,material_7,material_6,6,9,2,11,4,16.54,10.729,16.909,18.514,11.02,21.505,11.554,15.389,17.621,,15.235,16.244,15.392,14.235,889.767,0
24279,24279,E,143.95,material_7,material_6,6,9,5,4,4,18.292,12.217,18.344,16.951,11.344,18.896,10.335,15.18,21.058,13.726,16.09,14.413,16.087,16.808,736.247,0
13435,13435,C,216.79,material_7,material_8,5,8,4,4,6,18.053,11.982,15.633,17.36,9.639,19.083,12.776,15.193,18.303,10.682,16.124,16.711,15.86,15.907,588.493,0
11542,11542,C,106.37,material_7,material_8,5,8,7,5,7,17.538,11.886,17.03,18.067,,17.327,12.452,15.432,17.6,11.475,18.234,14.281,15.566,17.009,619.786,1
8009,8009,B,126.04,material_5,material_5,8,8,8,4,8,18.628,11.995,16.77,17.858,,19.633,,15.462,20.111,9.767,13.974,16.022,12.898,17.94,846.125,0
9531,9531,B,120.2,material_5,material_5,8,8,6,7,9,19.667,11.986,14.979,18.447,11.511,19.916,10.335,18.973,21.157,10.611,14.27,15.992,15.444,16.306,624.672,0
26421,26421,E,95.62,material_7,material_6,6,9,5,6,5,17.579,9.373,16.752,17.304,11.101,19.685,12.743,15.518,19.968,12.544,17.003,14.885,16.524,16.133,595.517,0
17346,17346,D,114.69,material_7,material_5,6,6,10,12,5,18.075,13.182,15.672,16.161,12.119,19.196,12.084,16.509,19.511,9.729,15.11,15.119,17.365,14.91,,0
12510,12510,C,153.84,material_7,material_8,5,8,11,7,4,18.098,11.276,17.232,17.12,11.873,19.397,12.969,14.213,18.623,8.792,14.816,14.266,14.266,14.724,801.075,0
11986,11986,C,105.24,material_7,material_8,5,8,5,17,7,17.242,10.857,18.068,15.561,12.769,17.618,10.237,15.66,20.981,12.253,16.373,13.578,15.595,16.762,607.988,0
4995,4995,A,141.11,material_7,material_8,9,5,15,4,6,17.812,10.746,17.242,17.042,12.142,17.884,10.991,15.506,20.314,9.541,15.164,18.398,14.837,14.465,602.498,0
9781,9781,B,85.49,material_5,material_5,8,8,9,14,9,18.766,10.361,18.643,17.432,10.772,20.877,13.018,14.172,19.569,10.779,15.304,15.872,,15.655,671.655,0
11750,11750,C,103.95,material_7,material_8,5,8,7,9,2,18.243,9.945,16.82,18.616,13.898,18.965,13.252,15.76,,10.533,16.246,15.506,15.38,16.222,845.085,0
17497,17497,D,144.66,material_7,material_5,6,6,7,5,8,17.398,12.736,17.372,17.831,11.551,19.619,8.628,16.508,,13.263,14.715,14.475,14.327,17.04,762.294,0
8708,8708,B,132.39,material_5,material_5,8,8,5,8,7,16.246,11.298,16.949,17.548,11.91,17.823,12.177,15.63,23.613,11.865,14.133,15.122,11.895,18.379,682.725,0
18407,18407,D,108.31,material_7,material_5,6,6,9,5,8,19.784,12.399,16.162,18.324,13.015,19.538,12.879,16.907,19.386,13.758,15.323,16.741,12.884,16.905,856.395,0
1100,1100,A,97.72,material_7,material_8,9,5,8,10,10,16.843,9.934,17.27,17.042,12.906,18.279,9.426,16.072,16.161,12.696,14.89,16.222,15.141,16.161,642.706,0
20152,20152,D,75.51,material_7,material_5,6,6,11,7,1,17.541,9.355,17.535,17.762,11.934,19.545,12.284,16.059,19.913,11.088,16.507,16.384,17.147,17.674,,0
3235,3235,A,47.65,material_7,material_8,9,5,14,4,8,18.185,11.816,16.785,17.266,9.89,19.756,12.444,16.08,20.827,13.756,15.407,18.072,14.289,19.462,685.478,0
25754,25754,E,159.76,material_7,material_6,6,9,11,13,1,,11.28,15.448,16.337,12.907,17.453,10.465,17.662,23.02,13.318,14.896,16.63,14.13,18.422,338.933,0
4722,4722,A,103.99,material_7,material_8,9,5,7,6,7,17.895,11.887,16.668,16.747,13.736,19.097,12.059,16.019,18.75,12.88,14.819,16.678,12.959,,711.844,0
18496,18496,D,95.31,material_7,material_5,6,6,7,15,4,15.911,11.812,16.028,18.47,12.194,18.056,12.615,15.308,18.682,13.506,13.789,15.062,14.375,17.359,641.319,0
18968,18968,D,185.7,material_7,material_5,6,6,5,9,8,18.735,11.438,17.299,16.882,11.928,20.617,,16.443,17.947,12.524,15.942,17.796,15.191,15.228,777.75,1
5266,5266,B,99.12,material_5,material_5,8,8,5,6,11,16.998,12.945,18.018,17.5,13.639,17.765,10.373,17.315,21.309,10.52,16.103,16.196,14.086,18.098,911.218,0
15326,15326,C,134.2,material_7,material_8,5,8,4,9,3,16.525,11.163,15.585,15.697,12.305,19.421,11.057,16.768,18.631,13.157,16.826,17.459,13.475,16.39,653.878,0
7032,7032,B,76.91,material_5,material_5,8,8,3,0,9,18.671,12.42,19.842,17.285,12.799,18.37,10.137,14.434,20.083,13.094,12.75,15.915,14.923,16.031,902.823,0
19095,19095,D,156.94,material_7,material_5,6,6,4,5,3,17.408,12.911,18.066,,9.955,20.552,10.825,15.178,19.512,11.437,16.63,13.651,15.88,17.318,741.615,1
329,329,A,180.75,material_7,material_8,9,5,3,4,13,17.864,12.632,17.021,16.921,12.88,17.638,11.672,17.098,18.827,12.955,,16.288,13.713,17.382,613.48,1
18217,18217,D,120.32,material_7,material_5,6,6,10,10,6,18.963,11.435,18.369,16.711,11.69,,11.77,19.809,19.124,14.527,15.662,18.93,13.475,18.128,777.799,0
21417,21417,E,117.73,material_7,material_6,6,9,6,11,7,17.659,12.527,17.933,18.207,12.192,18.066,10.636,18.113,23.514,13.652,16.254,16.011,15.481,19.135,768.874,0
4522,4522,A,215.04,material_7,material_8,9,5,9,3,4,17.813,11.701,15.721,19.686,11.501,20.746,11.926,16.201,,12.035,15.934,15.274,15.029,14.516,801.144,0
23373,23373,E,131.51,material_7,material_6,6,9,9,6,7,18.751,,18.306,18.089,11.467,18.138,9.454,12.693,17.67,12.714,14.723,16.153,14.879,15.954,,1
849,849,A,78.95,material_7,material_8,9,5,3,3,8,18.531,11.866,15.598,19.281,11.131,20.437,11.892,15.0,22.268,15.346,15.144,14.107,15.995,20.518,751.876,0
22891,22891,E,129.88,material_7,material_6,6,9,7,8,4,19.396,12.29,17.172,,10.964,19.851,12.689,17.775,17.526,5.799,15.037,15.398,16.352,12.99,849.585,0
18441,18441,D,84.67,material_7,material_5,6,6,6,5,13,18.985,12.055,17.956,16.841,13.385,18.833,13.161,16.295,19.218,11.324,16.54,15.835,,,790.476,0
5607,5607,B,131.26,material_5,material_5,8,8,3,5,7,18.029,11.603,18.13,17.195,12.544,19.374,13.36,15.243,16.257,11.274,18.422,17.07,12.213,18.36,859.288,0
25196,25196,E,84.8,material_7,material_6,6,9,6,12,5,17.807,11.26,16.662,18.154,13.879,17.907,12.046,14.723,19.597,11.451,15.442,15.442,15.059,18.345,622.107,1
3148,3148,A,165.33,material_7,material_8,9,5,16,9,5,18.454,11.5,18.367,17.221,12.752,19.124,10.852,15.877,20.172,11.996,15.859,18.053,13.722,17.159,797.05,1
1284,1284,A,193.74,material_7,material_8,9,5,7,2,8,16.585,11.378,17.955,18.186,13.166,17.362,11.816,16.046,15.782,12.545,15.11,16.221,15.906,15.877,671.024,0
11616,11616,C,114.6,material_7,material_8,5,8,7,8,3,16.176,10.625,15.255,19.128,11.263,19.69,11.289,14.698,17.478,10.052,15.18,,16.094,11.436,651.019,0
8606,8606,B,138.9,material_5,material_5,8,8,12,14,12,18.354,10.248,17.078,17.354,11.498,18.706,11.13,15.613,20.652,12.354,13.681,,11.972,19.729,616.337,0
16537,16537,D,112.8,material_7,material_5,6,6,8,7,10,17.673,11.505,16.864,15.562,11.217,21.529,10.416,14.986,17.996,13.064,16.323,16.86,12.647,19.951,616.511,0
26244,26244,E,158.98,material_7,material_6,6,9,3,18,3,18.919,11.682,16.706,18.588,10.495,19.43,12.739,16.962,21.033,11.715,15.036,15.562,13.516,17.461,808.829,1
209,209,A,164.32,material_7,material_8,9,5,11,2,7,19.045,11.266,17.285,17.223,10.63,21.083,11.692,16.241,21.137,9.972,15.926,17.017,14.725,,828.282,1
12714,12714,C,131.44,material_7,material_8,5,8,7,14,1,18.604,11.796,15.571,17.434,11.765,18.817,11.262,15.547,16.726,12.653,16.396,17.184,,15.049,595.891,0
3271,3271,A,136.17,material_7,material_8,9,5,3,0,9,17.528,10.501,16.986,17.857,11.014,16.74,10.732,17.085,21.752,11.703,16.359,15.568,16.901,18.785,,0
4717,4717,A,120.84,material_7,material_8,9,5,2,2,6,17.483,13.186,17.294,15.447,12.382,20.002,11.272,16.139,,12.079,15.079,14.485,13.899,20.109,770.038,0
10286,10286,B,131.52,material_5,material_5,8,8,12,5,8,19.83,10.811,16.966,17.217,13.083,18.115,11.293,17.139,20.958,11.729,13.205,,16.238,13.791,808.179,0
1004,1004,A,125.21,material_7,material_8,9,5,8,12,4,19.201,12.276,16.324,16.31,13.302,16.182,13.216,16.098,17.602,12.907,16.986,14.997,13.671,18.021,447.562,0
21752,21752,E,121.61,material_7,material_6,6,9,2,8,7,17.124,11.396,17.181,17.031,13.076,18.661,10.397,,21.618,13.032,16.737,16.466,14.305,17.464,600.579,1
24482,24482,E,133.42,material_7,material_6,6,9,12,3,6,17.253,11.112,16.257,17.911,10.699,18.558,10.304,17.788,19.905,10.056,15.483,14.2,14.402,15.222,580.583,0
10532,10532,C,125.98,material_7,material_8,5,8,3,6,7,17.412,10.752,16.395,17.192,10.738,18.402,10.291,15.127,19.633,10.129,17.843,17.032,17.266,20.937,521.182,0
15247,15247,C,119.99,material_7,material_8,5,8,12,3,3,17.649,11.883,16.305,17.134,9.847,18.818,11.095,16.814,,11.364,17.623,16.227,17.674,17.839,545.875,0
17679,17679,D,109.21,material_7,material_5,6,6,7,10,17,16.608,11.888,17.362,17.478,12.252,18.875,13.309,17.023,20.85,9.021,14.711,,,18.988,701.376,0
11471,11471,C,125.16,material_7,material_8,5,8,6,6,5,16.082,12.005,17.495,16.752,13.512,18.121,11.647,15.444,18.479,13.722,14.395,16.429,19.774,17.146,715.505,0
11525,11525,C,109.3,material_7,material_8,5,8,0,11,2,18.677,10.52,16.673,16.971,10.489,19.181,11.688,17.702,21.566,14.323,15.277,12.393,15.078,17.528,644.759,0
24964,24964,E,149.65,material_7,material_6,6,9,3,8,12,16.974,11.312,17.539,18.009,11.821,18.257,12.313,16.833,19.361,12.184,15.796,17.752,14.576,15.849,704.371,0
6212,6212,B,223.4,material_5,material_5,8,8,5,8,10,16.882,12.05,17.624,18.239,11.363,,11.104,15.211,17.647,11.671,16.798,16.11,13.927,17.796,676.055,0
3542,3542,A,124.65,material_7,material_8,9,5,10,2,2,18.114,11.636,17.818,17.901,10.111,20.029,10.283,15.789,19.535,10.816,15.934,17.048,14.047,14.73,786.929,1
24535,24535,E,191.07,material_7,material_6,6,9,4,11,7,18.524,13.109,17.51,15.643,12.373,,9.722,18.046,21.065,11.316,18.605,17.65,13.362,19.932,583.351,1
253,253,A,107.82,material_7,material_8,9,5,8,8,7,17.924,12.831,16.446,15.481,11.887,19.578,11.762,17.361,20.177,12.62,14.836,17.077,15.624,15.282,,0
26444,26444,E,94.74,material_7,material_6,6,9,1,13,0,18.86,11.451,17.507,18.378,11.513,18.219,10.736,15.972,19.849,11.444,15.22,15.802,13.493,18.734,704.167,0
9340,9340,B,80.99,material_5,material_5,8,8,5,9,6,18.112,10.641,17.966,,12.461,,9.146,15.679,16.365,11.867,17.985,14.513,16.677,13.609,691.987,0
22881,22881,E,122.31,material_7,material_6,6,9,7,8,7,16.485,10.841,16.384,17.043,12.029,18.864,10.612,16.114,18.577,13.281,17.009,16.802,14.802,14.083,535.539,0
6403,6403,B,81.04,material_5,material_5,8,8,5,13,3,19.234,11.461,17.57,18.054,12.128,,11.675,14.247,20.595,10.883,15.749,18.105,17.138,16.07,773.818,0
25933,25933,E,199.5,material_7,material_6,6,9,12,11,6,17.132,12.804,16.745,17.662,10.118,19.033,10.865,17.313,17.968,10.578,14.301,18.373,15.02,11.336,739.789,0
7632,7632,B,98.57,material_5,material_5,8,8,1,6,6,20.276,11.547,15.988,19.711,12.843,19.928,11.594,18.062,18.484,11.556,18.136,14.906,15.792,,801.612,0
1728,1728,A,260.09,material_7,material_8,9,5,3,2,12,17.528,13.021,16.538,17.031,12.591,19.923,13.33,16.641,19.549,10.82,16.195,15.505,16.538,16.9,763.284,0
24850,24850,E,108.37,material_7,material_6,6,9,1,22,1,17.701,13.586,16.589,18.758,11.513,17.404,9.162,15.045,16.665,12.269,16.459,18.401,16.185,16.283,706.839,0
14677,14677,C,104.11,material_7,material_8,5,8,6,6,10,15.658,10.747,17.284,16.92,11.121,18.648,11.661,16.953,19.351,13.117,17.084,16.756,14.353,14.684,653.364,0
11441,11441,C,147.91,material_7,material_8,5,8,10,11,5,16.377,11.668,16.83,16.655,11.534,21.239,11.386,15.605,18.52,11.043,16.854,14.909,14.513,15.081,,1
19650,19650,D,138.97,material_7,material_5,6,6,5,16,4,17.381,11.952,17.748,18.78,11.185,20.964,12.487,16.291,18.791,10.937,15.025,17.736,16.42,16.583,933.793,0
14593,14593,C,283.19,material_7,material_8,5,8,10,10,3,18.384,10.807,16.709,17.642,11.885,18.195,12.29,16.854,20.74,,15.311,15.858,11.733,15.839,642.282,1
1971,1971,A,226.74,material_7,material_8,9,5,15,5,2,18.199,10.515,17.227,17.134,10.816,19.748,11.726,17.348,20.266,11.234,17.702,13.815,14.414,19.26,710.598,0
23194,23194,E,102.03,material_7,material_6,6,9,5,11,5,16.213,10.991,15.702,19.293,12.397,18.875,11.251,13.833,17.026,11.25,,15.997,14.238,16.594,685.874,0
19616,19616,D,111.97,material_7,material_5,6,6,5,13,3,18.419,11.513,14.851,19.847,11.966,19.965,11.175,14.931,,10.839,15.209,14.366,15.306,17.093,854.83,0
16080,16080,C,127.48,material_7,material_8,5,8,9,4,2,18.176,12.994,16.015,15.536,12.234,18.047,11.52,14.366,19.761,13.378,16.193,,15.467,,563.239,0
13055,13055,C,126.61,material_7,material_8,5,8,3,7,1,17.615,10.899,17.759,19.297,12.617,18.367,13.038,16.901,19.504,13.483,16.61,17.845,18.072,18.084,782.467,1
17149,17149,D,158.52,material_7,material_5,6,6,3,15,8,18.497,12.144,17.585,19.066,11.234,18.209,12.219,14.602,17.37,11.158,14.55,14.876,,14.34,822.638,0
694,694,A,133.06,material_7,material_8,9,5,10,7,3,19.283,13.078,17.773,17.761,10.763,19.508,11.926,18.217,19.399,12.636,16.022,16.351,13.998,17.245,779.031,1
12047,12047,C,113.34,material_7,material_8,5,8,2,11,6,18.779,12.521,19.638,16.822,11.544,19.625,12.368,17.684,18.566,11.676,14.465,18.79,17.346,12.364,909.321,1
25987,25987,E,114.67,material_7,material_6,6,9,8,11,4,17.7,,16.42,18.598,10.096,20.107,12.231,14.445,17.684,10.793,15.605,,14.814,15.396,,0
2284,2284,A,105.64,material_7,material_8,9,5,10,5,6,17.266,11.22,18.201,16.083,11.415,20.17,11.488,16.595,16.542,14.724,15.345,16.266,15.74,19.021,799.487,0
3094,3094,A,162.39,material_7,material_8,9,5,13,6,4,,12.391,16.916,18.141,12.343,18.47,8.96,15.443,18.294,13.046,,15.922,13.926,17.313,687.386,0
1677,1677,A,104.56,material_7,material_8,9,5,16,3,4,16.949,11.13,15.528,17.052,10.497,19.357,10.683,16.37,19.144,10.006,14.46,15.677,16.528,15.763,578.807,1
2114,2114,A,72.01,material_7,material_8,9,5,9,5,1,19.759,10.865,15.606,17.155,,18.717,12.064,16.466,15.305,14.028,14.807,,11.956,17.272,539.677,0
25357,25357,E,95.25,material_7,material_6,6,9,4,10,12,,13.289,15.908,16.681,11.887,18.823,11.823,15.218,,12.271,14.835,14.741,,16.259,640.616,0
18694,18694,D,111.23,material_7,material_5,6,6,13,6,4,18.784,13.167,18.925,17.668,11.806,18.318,12.236,16.511,19.966,11.649,16.306,15.695,13.078,,817.955,0
21737,21737,E,122.54,material_7,material_6,6,9,3,13,1,17.708,10.835,16.606,17.461,10.787,18.958,11.685,18.114,20.426,10.128,15.171,15.815,14.401,14.374,609.924,0
11292,11292,C,175.14,material_7,material_8,5,8,6,9,9,17.799,11.939,15.504,19.989,11.275,19.392,12.099,16.463,17.982,9.037,14.602,18.767,14.626,13.457,672.365,0
5041,5041,A,119.97,material_7,material_8,9,5,8,4,6,17.117,12.365,16.725,18.351,11.233,19.098,10.351,14.734,21.37,10.548,16.754,15.346,15.117,,701.681,0
3563,3563,A,142.54,material_7,material_8,9,5,19,5,4,16.592,12.204,,18.338,10.291,18.687,10.954,16.886,20.991,12.791,15.222,17.211,12.657,17.162,679.233,0
17635,17635,D,83.84,material_7,material_5,6,6,5,5,9,17.753,11.633,17.945,17.952,10.614,17.843,10.363,16.013,17.112,9.34,17.366,16.658,,17.78,,0
9954,9954,B,126.23,material_5,material_5,8,8,6,13,9,18.57,12.043,18.066,15.792,13.255,18.087,11.106,18.675,22.521,11.432,17.023,15.015,13.29,19.307,887.614,0
18762,18762,D,134.14,material_7,material_5,6,6,8,12,4,17.58,8.824,16.812,16.974,11.074,19.271,11.635,14.049,20.43,10.207,15.778,14.66,,18.464,607.811,0
6312,6312,B,96.06,material_5,material_5,8,8,16,8,5,17.417,11.135,16.265,15.671,11.247,18.396,9.296,15.991,20.941,12.422,15.843,16.847,,18.38,,0
12103,12103,C,90.76,material_7,material_8,5,8,4,11,6,18.831,12.575,16.461,18.468,11.122,17.721,10.701,17.069,18.696,11.888,15.747,16.265,13.509,16.731,501.701,0
12004,12004,C,186.01,material_7,material_8,5,8,17,6,14,18.225,11.637,15.666,16.431,11.168,19.258,10.205,16.72,20.928,10.4,14.627,,13.289,14.778,569.888,0
10383,10383,C,207.53,material_7,material_8,5,8,7,10,2,19.54,12.653,17.057,17.544,11.977,17.927,10.416,14.943,,10.175,15.892,14.577,14.552,15.796,571.556,0
6684,6684,B,95.1,material_5,material_5,8,8,4,6,9,18.13,10.576,16.363,16.546,13.223,18.951,11.024,18.178,20.4,12.11,15.74,16.168,15.08,16.281,749.667,1
23688,23688,E,79.09,material_7,material_6,6,9,7,4,8,18.1,10.993,17.109,15.601,12.657,,11.693,17.939,17.695,15.638,15.533,14.986,14.522,12.724,483.412,0
8186,8186,B,131.62,material_5,material_5,8,8,3,12,7,19.564,13.633,16.919,17.068,10.137,19.235,11.708,15.536,16.998,11.282,17.627,14.785,13.274,18.373,680.904,0
21939,21939,E,154.47,material_7,material_6,6,9,2,8,16,18.355,10.911,17.278,16.493,13.219,17.494,11.575,15.227,21.149,13.536,15.347,15.03,13.987,19.143,475.797,1
20472,20472,D,107.54,material_7,material_5,6,6,11,11,5,19.54,11.291,15.741,17.304,12.146,20.957,11.54,15.416,18.22,9.479,14.998,16.372,16.148,16.783,768.077,0
11631,11631,C,139.96,material_7,material_8,5,8,11,6,4,17.637,12.696,15.885,,12.871,19.284,9.633,16.101,17.639,10.091,,15.845,16.94,18.155,635.475,0
23462,23462,E,83.54,material_7,material_6,6,9,8,14,7,16.793,13.427,16.679,20.304,11.509,17.175,10.052,12.706,23.196,12.362,14.782,16.409,13.197,15.296,823.276,0
2484,2484,A,178.4,material_7,material_8,9,5,7,6,5,15.188,12.868,17.026,16.625,12.961,20.0,11.65,16.036,22.239,11.611,14.522,,14.386,13.899,794.596,0
13034,13034,C,67.96,material_7,material_8,5,8,6,6,1,18.452,13.372,14.544,16.1,11.741,18.734,10.363,16.7,17.093,11.547,14.43,18.109,14.46,14.967,490.154,0
23263,23263,E,92.56,material_7,material_6,6,9,9,5,7,18.669,,18.769,18.15,11.342,16.994,10.74,16.293,21.166,11.151,15.859,15.177,14.405,14.161,661.278,0
26410,26410,E,110.65,material_7,material_6,6,9,4,6,7,17.139,10.819,17.214,18.974,11.338,19.077,12.641,13.293,19.207,13.828,14.127,16.552,15.825,16.856,794.435,0
7205,7205,B,105.87,material_5,material_5,8,8,4,14,10,15.388,11.55,17.236,16.545,11.05,19.107,11.772,16.739,17.36,11.395,15.81,17.348,17.553,18.282,602.805,0
5967,5967,B,128.28,material_5,material_5,8,8,7,7,8,17.269,9.857,15.808,17.124,12.826,19.087,10.042,14.303,21.231,10.857,15.514,14.532,,15.836,621.331,0
22824,22824,E,78.2,material_7,material_6,6,9,3,12,2,16.95,12.973,18.4,17.022,13.099,18.027,10.98,16.564,16.91,,15.618,16.023,13.748,11.907,738.731,0
19067,19067,D,118.11,material_7,material_5,6,6,12,11,3,19.584,11.137,16.214,17.671,11.682,19.868,12.087,14.636,,,15.635,15.113,18.331,13.067,748.258,0
3409,3409,A,163.05,material_7,material_8,9,5,8,4,6,18.741,10.232,16.976,15.453,11.973,19.911,10.416,17.355,19.783,12.146,14.019,18.562,11.596,15.806,689.616,0
9910,9910,B,84.29,material_5,material_5,8,8,12,5,6,18.035,10.561,16.035,16.013,13.014,19.107,10.138,18.071,17.512,12.741,17.707,16.88,15.544,18.545,694.075,1
